rds_index,hourbin,ewt,count,daybin,date,rbt,speed
M4_1_0,2,2.4,2325,1,10-02-2015,null,null
M4_1_0,3,2.84,255,1,10-02-2015,null,null
M4_1_0,4,3.28,137,1,10-02-2015,null,null
M4_2_0,1,1.75,3384,1,10-02-2015,null,null
M4_2_0,2,2.79,3854,1,10-02-2015,null,null
M4_2_0,3,3.08,1193,1,10-02-2015,null,null
M4_2_0,4,3.24,495,1,10-02-2015,null,null
M4_0_0,0,2.29,3386,2,10-03-2015,131.72,11.925
M4_1_0,0,1.47,3423,2,10-03-2015,154.76,6.0025
M4_2_0,0,1.88,6809,2,10-03-2015,143.24,8.35
M4_0_0,1,2.17,279,2,10-03-2015,null,null
M4_0_0,2,2.32,1576,2,10-03-2015,null,null
M4_0_0,3,2.93,1104,2,10-03-2015,null,null
M4_0_0,4,1.07,427,2,10-03-2015,null,null
M4_1_0,1,0.23,451,2,10-03-2015,null,null
M4_1_0,2,1.46,2037,2,10-03-2015,null,null
M4_1_0,3,2.33,724,2,10-03-2015,null,null
M4_1_0,4,2.01,211,2,10-03-2015,null,null
M4_2_0,1,0.87,730,2,10-03-2015,null,null
M4_2_0,2,1.85,3613,2,10-03-2015,null,null
M4_2_0,3,2.68,1828,2,10-03-2015,null,null
M4_2_0,4,1.35,638,2,10-03-2015,null,null
M4_0_0,0,1.83,1380,2,10-04-2015,136.93,9.58
M4_1_0,0,2.11,1275,2,10-04-2015,176.77,6.4425
M4_2_0,0,1.96,2655,2,10-04-2015,156.85,7.8025
M4_0_0,1,0.34,421,2,10-04-2015,null,null
M4_0_0,2,2.41,492,2,10-04-2015,null,null
M4_0_0,3,2.69,457,2,10-04-2015,null,null
M4_0_0,4,9.7,10,2,10-04-2015,null,null
M4_1_0,1,-0.56,168,2,10-04-2015,null,null
M4_1_0,2,2.46,892,2,10-04-2015,null,null
M4_1_0,3,2.26,179,2,10-04-2015,null,null
M4_1_0,4,3.23,36,2,10-04-2015,null,null
M4_2_0,1,0.18,589,2,10-04-2015,null,null
M4_2_0,2,2.44,1384,2,10-04-2015,null,null
M4_2_0,3,2.56,636,2,10-04-2015,null,null
M4_2_0,4,5.97,46,2,10-04-2015,null,null
M4_0_0,0,2.01,6265,1,10-05-2015,217.17,9.215
M4_1_0,0,1.72,4917,1,10-05-2015,230.02,5.5925
M4_2_0,0,1.89,11182,1,10-05-2015,223.59,7.1125
M4_0_0,1,1.28,1901,1,10-05-2015,null,null
M4_0_0,2,2.47,2528,1,10-05-2015,null,null
M4_0_0,3,2.45,1268,1,10-05-2015,null,null
M4_0_0,4,1.52,568,1,10-05-2015,null,null
M4_1_0,1,1.36,1799,1,10-05-2015,null,null
M4_1_0,2,1.84,2483,1,10-05-2015,null,null
M4_1_0,3,2.62,426,1,10-05-2015,null,null
M4_1_0,4,1.67,209,1,10-05-2015,null,null
M4_2_0,1,1.32,3700,1,10-05-2015,null,null
M4_2_0,2,2.16,5011,1,10-05-2015,null,null
M4_2_0,3,2.49,1694,1,10-05-2015,null,null
M4_2_0,4,1.55,777,1,10-05-2015,null,null
M4_0_0,0,2.51,4351,1,10-06-2015,204.35,9.185
M4_1_0,0,2.01,4178,1,10-06-2015,282.94,5.38
M4_2_0,0,2.27,8529,1,10-06-2015,243.64,6.89
M4_0_0,1,1.68,1553,1,10-06-2015,null,null
M4_0_0,2,3.47,1469,1,10-06-2015,null,null
M4_0_0,3,3.18,886,1,10-06-2015,null,null
M4_0_0,4,1.61,443,1,10-06-2015,null,null
M4_1_0,1,1.55,1526,1,10-06-2015,null,null
M4_1_0,2,2.31,2167,1,10-06-2015,null,null
M4_1_0,3,1.52,332,1,10-06-2015,null,null
M4_1_0,4,2.91,153,1,10-06-2015,null,null
M4_2_0,1,1.62,3079,1,10-06-2015,null,null
M4_2_0,2,2.8,3636,1,10-06-2015,null,null
M4_2_0,3,2.73,1218,1,10-06-2015,null,null
M4_2_0,4,1.83,596,1,10-06-2015,null,null
M4_0_0,0,2.31,4921,1,10-07-2015,179.28,9.0725
M4_1_0,0,2.64,4331,1,10-07-2015,307.24,5.015
M4_2_0,0,2.46,9252,1,10-07-2015,243.26,6.6375
M4_0_0,1,1.79,1742,1,10-07-2015,null,null
M4_0_0,2,2.89,1446,1,10-07-2015,null,null
M4_0_0,3,2.28,1058,1,10-07-2015,null,null
M4_0_0,4,2.27,675,1,10-07-2015,null,null
M4_1_0,1,2.09,1594,1,10-07-2015,null,null
M4_1_0,2,3.02,1993,1,10-07-2015,null,null
M4_1_0,3,2.73,541,1,10-07-2015,null,null
M4_1_0,4,3.16,203,1,10-07-2015,null,null
M4_2_0,1,1.95,3336,1,10-07-2015,null,null
M4_2_0,2,2.96,3439,1,10-07-2015,null,null
M4_2_0,3,2.44,1599,1,10-07-2015,null,null
M4_2_0,4,2.45,878,1,10-07-2015,null,null
M4_0_0,0,3.1,4831,1,10-08-2015,179.39,9.17
M4_1_0,0,2.24,4040,1,10-08-2015,254.52,5.085
M4_2_0,0,2.73,8871,1,10-08-2015,216.95,6.7925
M4_0_0,1,2.36,1772,1,10-08-2015,null,null
M4_0_0,2,4.11,1617,1,10-08-2015,null,null
M4_0_0,3,2.07,1217,1,10-08-2015,null,null
M4_0_0,4,4.4,225,1,10-08-2015,null,null
M4_1_0,1,2.15,1559,1,10-08-2015,null,null
M4_1_0,2,2.02,1961,1,10-08-2015,null,null
M4_1_0,3,3.35,367,1,10-08-2015,null,null
M4_1_0,4,2.54,153,1,10-08-2015,null,null
M4_2_0,1,2.25,3331,1,10-08-2015,null,null
M4_2_0,2,3.11,3578,1,10-08-2015,null,null
M4_2_0,3,2.39,1584,1,10-08-2015,null,null
M4_2_0,4,3.69,378,1,10-08-2015,null,null
M4_0_0,0,2.81,4509,1,10-09-2015,201.56,9.16
M4_1_0,0,2.07,4660,1,10-09-2015,222.78,5.2475
M4_2_0,0,2.44,9169,1,10-09-2015,212.17,6.8325
M4_0_0,1,1.76,1645,1,10-09-2015,null,null
M4_0_0,2,3.33,1861,1,10-09-2015,null,null
M4_0_0,3,3.27,848,1,10-09-2015,null,null
M4_0_0,4,3.34,155,1,10-09-2015,null,null
M4_1_0,1,1.79,1799,1,10-09-2015,null,null
M4_1_0,2,2.03,2454,1,10-09-2015,null,null
M4_1_0,3,3.39,317,1,10-09-2015,null,null
M4_1_0,4,2.49,90,1,10-09-2015,null,null
M4_2_0,1,1.78,3444,1,10-09-2015,null,null
M4_2_0,2,2.62,4315,1,10-09-2015,null,null
M4_2_0,3,3.31,1165,1,10-09-2015,null,null
M4_2_0,4,3.15,245,1,10-09-2015,null,null
M4_0_0,0,2.83,2783,2,10-10-2015,135.85,10.7575
M4_1_0,0,1.85,3149,2,10-10-2015,170.53,5.645
M4_2_0,0,2.31,5932,2,10-10-2015,153.19,7.61
M4_0_0,1,2.12,235,2,10-10-2015,null,null
M4_0_0,2,2.75,1555,2,10-10-2015,null,null
M4_0_0,3,3.37,823,2,10-10-2015,null,null
M4_0_0,4,2.05,170,2,10-10-2015,null,null
M4_1_0,1,0.18,451,2,10-10-2015,null,null
M4_1_0,2,1.9,2024,2,10-10-2015,null,null
M4_1_0,3,3.13,608,2,10-10-2015,null,null
M4_1_0,4,2.89,66,2,10-10-2015,null,null
M4_2_0,1,0.73,686,2,10-10-2015,null,null
M4_2_0,2,2.28,3579,2,10-10-2015,null,null
M4_2_0,3,3.27,1431,2,10-10-2015,null,null
M4_2_0,4,2.26,236,2,10-10-2015,null,null
M4_0_0,0,2.59,1385,2,10-11-2015,149.51,12.3725
M4_1_0,0,3.15,1661,2,10-11-2015,155.55,5.905
M4_2_0,0,2.88,3046,2,10-11-2015,152.53,8.23
M4_0_0,1,0.06,248,2,10-11-2015,null,null
M4_0_0,2,2.86,986,2,10-11-2015,null,null
M4_0_0,3,5.39,151,2,10-11-2015,null,null
M4_1_0,1,0.92,100,2,10-11-2015,null,null
M4_1_0,2,2.73,1266,2,10-11-2015,null,null
M4_1_0,3,5.56,243,2,10-11-2015,null,null
M4_1_0,4,5.55,52,2,10-11-2015,null,null
M4_2_0,1,0.32,348,2,10-11-2015,null,null
M4_2_0,2,2.79,2252,2,10-11-2015,null,null
M4_2_0,3,5.49,394,2,10-11-2015,null,null
M4_2_0,4,5.55,52,2,10-11-2015,null,null
M4_0_0,0,2.71,3810,1,10-12-2015,162.4,10.14
M4_1_0,0,2.23,3240,1,10-12-2015,148.64,5.9775
M4_2_0,0,2.5,7050,1,10-12-2015,155.52,7.6775
M4_0_0,1,1.91,1411,1,10-12-2015,null,null
M4_0_0,2,3.4,1358,1,10-12-2015,null,null
M4_0_0,3,2.99,694,1,10-12-2015,null,null
M4_0_0,4,2.62,347,1,10-12-2015,null,null
M4_1_0,1,1.11,1410,1,10-12-2015,null,null
M4_1_0,2,3.0,1392,1,10-12-2015,null,null
M4_1_0,3,3.03,318,1,10-12-2015,null,null
M4_1_0,4,2.83,120,1,10-12-2015,null,null
M4_2_0,1,1.52,2821,1,10-12-2015,null,null
M4_2_0,2,3.2,2750,1,10-12-2015,null,null
M4_2_0,3,3.0,1012,1,10-12-2015,null,null
M4_2_0,4,2.51,467,1,10-12-2015,null,null
M4_0_0,0,2.9,5227,1,10-13-2015,210.24,8.87
M4_1_0,0,2.01,4674,1,10-13-2015,228.56,5.1875
M4_2_0,0,2.49,9901,1,10-13-2015,219.4,6.6525
M4_0_0,1,2.51,1742,1,10-13-2015,null,null
M4_0_0,2,3.34,2044,1,10-13-2015,null,null
M4_0_0,3,3.19,967,1,10-13-2015,null,null
M4_0_0,4,2.25,474,1,10-13-2015,null,null
M4_1_0,1,1.39,1725,1,10-13-2015,null,null
M4_1_0,2,2.15,2245,1,10-13-2015,null,null
M4_1_0,3,3.46,519,1,10-13-2015,null,null
M4_1_0,4,2.13,185,1,10-13-2015,null,null
M4_2_0,1,1.96,3467,1,10-13-2015,null,null
M4_2_0,2,2.73,4289,1,10-13-2015,null,null
M4_2_0,3,3.26,1486,1,10-13-2015,null,null
M4_2_0,4,2.2,659,1,10-13-2015,null,null
M4_0_0,0,2.7,4928,1,10-14-2015,168.98,9.18
M4_1_0,0,2.04,4575,1,10-14-2015,261.02,4.9375
M4_2_0,0,2.38,9503,1,10-14-2015,215.0,6.72
M4_0_0,1,2.16,1847,1,10-14-2015,null,null
M4_0_0,2,3.23,1731,1,10-14-2015,null,null
M4_0_0,3,2.76,973,1,10-14-2015,null,null
M4_0_0,4,2.72,377,1,10-14-2015,null,null
M4_1_0,1,1.13,1763,1,10-14-2015,null,null
M4_1_0,2,2.53,2336,1,10-14-2015,null,null
M4_1_0,3,3.16,335,1,10-14-2015,null,null
M4_1_0,4,1.8,141,1,10-14-2015,null,null
M4_2_0,1,1.65,3610,1,10-14-2015,null,null
M4_2_0,2,2.82,4067,1,10-14-2015,null,null
M4_2_0,3,2.88,1308,1,10-14-2015,null,null
M4_2_0,4,2.49,518,1,10-14-2015,null,null
M4_0_0,0,2.45,4705,1,10-15-2015,191.88,8.4625
M4_1_0,0,2.36,4507,1,10-15-2015,237.55,5.175
M4_2_0,0,2.4,9212,1,10-15-2015,214.72,6.49
M4_0_0,1,1.84,1852,1,10-15-2015,null,null
M4_0_0,2,2.78,1895,1,10-15-2015,null,null
M4_0_0,3,2.21,865,1,10-15-2015,null,null
M4_0_0,4,4.32,93,1,10-15-2015,null,null
M4_1_0,1,1.42,1808,1,10-15-2015,null,null
M4_1_0,2,2.7,2434,1,10-15-2015,null,null
M4_1_0,3,4.11,231,1,10-15-2015,null,null
M4_1_0,4,3.8,34,1,10-15-2015,null,null
M4_2_0,1,1.63,3660,1,10-15-2015,null,null
M4_2_0,2,2.73,4329,1,10-15-2015,null,null
M4_2_0,3,2.96,1096,1,10-15-2015,null,null
M4_2_0,4,4.26,127,1,10-15-2015,null,null
M4_0_0,0,2.95,5893,1,10-16-2015,178.35,9.6275
M4_1_0,0,1.91,5430,1,10-16-2015,217.6,5.4
M4_2_0,0,2.45,11323,1,10-16-2015,197.98,7.1375
M4_0_0,1,2.05,1853,1,10-16-2015,null,null
M4_0_0,2,3.22,2301,1,10-16-2015,null,null
M4_0_0,3,2.8,1272,1,10-16-2015,null,null
M4_0_0,4,4.36,467,1,10-16-2015,null,null
M4_1_0,1,0.99,1787,1,10-16-2015,null,null
M4_1_0,2,2.3,2725,1,10-16-2015,null,null
M4_1_0,3,2.31,733,1,10-16-2015,null,null
M4_1_0,4,2.71,185,1,10-16-2015,null,null
M4_2_0,1,1.52,3640,1,10-16-2015,null,null
M4_2_0,2,2.74,5026,1,10-16-2015,null,null
M4_2_0,3,2.61,2005,1,10-16-2015,null,null
M4_2_0,4,3.97,652,1,10-16-2015,null,null
M4_0_0,0,2.32,2347,2,10-17-2015,130.5,11.42
M4_1_0,0,2.11,2694,2,10-17-2015,170.73,5.8075
M4_2_0,0,2.21,5041,2,10-17-2015,150.62,7.86
M4_0_0,1,-0.34,174,2,10-17-2015,null,null
M4_0_0,2,1.73,1005,2,10-17-2015,null,null
M4_0_0,3,3.16,751,2,10-17-2015,null,null
M4_0_0,4,2.8,417,2,10-17-2015,null,null
M4_1_0,1,1.2,366,2,10-17-2015,null,null
M4_1_0,2,1.74,1592,2,10-17-2015,null,null
M4_1_0,3,3.5,561,2,10-17-2015,null,null
M4_1_0,4,2.53,175,2,10-17-2015,null,null
M4_2_0,1,0.86,540,2,10-17-2015,null,null
M4_2_0,2,1.73,2597,2,10-17-2015,null,null
M4_2_0,3,3.35,1312,2,10-17-2015,null,null
M4_2_0,4,2.77,592,2,10-17-2015,null,null
M4_0_0,0,2.68,2556,2,10-18-2015,137.34,12.2875
M4_1_0,0,2.19,2365,2,10-18-2015,161.98,6.2275
M4_2_0,0,2.45,4921,2,10-18-2015,149.66,8.685
M4_0_0,1,0.81,376,2,10-18-2015,null,null
M4_0_0,2,2.52,1312,2,10-18-2015,null,null
M4_0_0,3,3.77,799,2,10-18-2015,null,null
M4_0_0,4,5.13,69,2,10-18-2015,null,null
M4_1_0,1,0.12,152,2,10-18-2015,null,null
M4_1_0,2,1.89,1755,2,10-18-2015,null,null
M4_1_0,3,3.57,360,2,10-18-2015,null,null
M4_1_0,4,3.26,98,2,10-18-2015,null,null
M4_2_0,1,0.68,528,2,10-18-2015,null,null
